,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY_OF_INTEREST,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,PCT,DECISION,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
38,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000033565,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,79,5,267495,261242,97.6623862128264,KEEP,0.481707,0.002099,15.8,1.385965,21.898247,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
39,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000034207,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,23,9,267495,253289,94.68924652797249,KEEP,0.207207,0.000611,2.555556,1.15,2.9388894,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
40,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000034246,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,AGGREGATED,72,2,267495,261001,97.57229107086114,KEEP,0.413793,0.001913,36.0,1.54902,55.76472,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
41,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000034261,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,22,7,267495,258322,96.57077702386961,KEEP,0.354839,0.000584,3.142857,1.375,4.321428375,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
42,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000037702,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,AGGREGATED,19,4,267495,258718,96.71881717415279,KEEP,0.052055,0.000505,4.75,1.0,4.75,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
43,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000038029,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,AGGREGATED,52,4,267495,255216,95.4096338249313,KEEP,0.135065,0.001381,13.0,1.148936,14.936168,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
44,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000038044,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,25,4,267495,263309,98.43511093665302,KEEP,0.068681,0.000664,6.25,1.136364,7.102275,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
45,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000038059,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,15,4,267495,264789,98.98839230639825,KEEP,0.06,0.000398,3.75,1.153846,4.3269225,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
46,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000070390,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,12,4,267495,266323,99.56186096936392,KEEP,0.413793,0.000319,3.0,1.714286,5.142858,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
47,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000070456,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,80,14,267495,258277,96.55395427951925,KEEP,0.386473,0.002125,5.714286,2.105263,12.030074887218,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
48,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000075415,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,6,3,267495,267434,99.97719583543618,KEEP,1.0,0.000159,2.0,1.5,3.0,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
49,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000079306,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,3,1,267495,267158,99.87401633675395,KEEP,0.6,8e-05,3.0,1.0,3.0,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
50,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000079309,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,13,2,267495,266182,99.50914970373277,KEEP,0.448276,0.000345,6.5,1.444444,9.388886,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
51,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000081322,P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,11,4,267495,266586,99.6601805641227,KEEP,0.333333,0.000292,2.75,1.375,3.78125,"['M_0000000337', 'M_0000002638', 'M_0000004363', 'M_0000006850', 'M_0000010084', 'M_0000011185', 'M_0000014677', 'M_0000015727', 'M_0000017116', 'M_0000017842', 'M_0000019114', 'M_0000021586', 'M_0000033565', 'M_0000034207', 'M_0000034246', 'M_0000034261', 'M_0000037702', 'M_0000038029', 'M_0000038044', 'M_0000038059', 'M_0000070390', 'M_0000070456', 'M_0000075415', 'M_0000079306', 'M_0000079309', 'M_0000081322']",['P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
52,PACIFIC,SOUTH ATLANTIC,M_0000000370,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,CATEGORY 1: 0-50,3,3,49,62,126.53061224489795,REMOVE,0.015228,0.050847,1.0,3.0,3.0,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
53,PACIFIC,SOUTH ATLANTIC,M_0000008470,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,3,2,49,40,81.63265306122449,KEEP,0.026549,0.050847,1.5,1.5,2.25,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
54,NEW ENGLAND,SOUTH ATLANTIC,M_0000037489,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,3,2,49,32,65.3061224489796,KEEP,0.012245,0.050847,1.5,1.5,2.25,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
55,PACIFIC,SOUTH ATLANTIC,M_0000065761,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,5,2,49,47,95.91836734693878,KEEP,0.138889,0.084746,2.5,1.666667,4.1666675,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
56,PACIFIC,SOUTH ATLANTIC,M_0000066271,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 1: 0-50,3,3,49,47,95.91836734693878,KEEP,0.040541,0.050847,1.0,3.0,3.0,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
57,PACIFIC,SOUTH ATLANTIC,M_0000066718,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,3,2,49,56,114.28571428571429,REMOVE,0.029703,0.050847,1.5,1.5,2.25,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
58,PACIFIC,SOUTH ATLANTIC,M_0000069022,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,CATEGORY 1: 0-50,4,4,49,48,97.95918367346938,KEEP,0.018349,0.067797,1.0,4.0,4.0,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
59,EAST NORTH CENTRAL,NEW ENGLAND,M_0000000421,P_0000064931,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,CATEGORY 4: 201-400,6,1,173876,178037,102.39308472704685,REMOVE,0.070588,0.000329,6.0,1.0,6.0,"['M_0000000421', 'M_0000004792', 'M_0000012256']",['P_0000064931']
60,NEW ENGLAND,NEW ENGLAND,M_0000004792,P_0000064931,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,CATEGORY 4: 201-400,17522,21,173876,285,0.16390991281142883,KEEP,0.98157,0.960689,834.380952,4.879421,4071.295939188792,"['M_0000000421', 'M_0000004792', 'M_0000012256']",['P_0000064931']
61,PACIFIC,NEW ENGLAND,M_0000012256,P_0000064931,SURGI CENTER,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,2,173876,176189,101.33025834502749,REMOVE,0.075,0.000164,1.5,1.0,1.5,"['M_0000000421', 'M_0000004792', 'M_0000012256']",['P_0000064931']
62,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000000442,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 6: 601-1000,AGGREGATED,551,20,302847,210427,69.48294023054545,KEEP,0.702806,0.014637,27.55,3.279762,90.3574431,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
63,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000005854,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,416,20,302847,216980,71.64673911248914,KEEP,0.454645,0.011051,20.8,1.869955,38.895064,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
64,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000010921,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,115,8,302847,278440,91.94081499899289,KEEP,0.410714,0.003055,14.375,1.513158,21.75164625,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
65,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000011338,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,170,8,302847,268914,88.79533229650616,KEEP,0.618182,0.004516,21.25,1.683168,35.76732,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
66,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000030790,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,236,9,302847,262121,86.55228547748533,KEEP,0.525612,0.006269,26.222222,2.116071,55.488083529762,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
67,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000077575,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,21,5,302847,297093,98.10003070857562,KEEP,0.304348,0.000558,4.2,1.714286,7.2000012,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
68,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000077920,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,6,5,302847,301286,99.48455820926078,KEEP,0.230769,0.000159,1.2,3.0,3.6,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
69,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000078997,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,5,3,302847,300171,99.11638550158992,KEEP,0.138889,0.000133,1.666667,1.666667,2.777778888889,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
70,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000079051,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,21,5,302847,294666,97.29863594488306,KEEP,0.230769,0.000558,4.2,1.5,6.3,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
71,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000091111,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,14,5,302847,299918,99.0328449679211,KEEP,0.538462,0.000372,2.8,1.555556,4.3555568,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
72,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000000472,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,41,5,306653,292902,95.51577842056005,KEEP,0.25625,0.001089,8.2,1.413793,11.5931026,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
73,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000001378,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,254,11,306653,269887,88.01055264419392,KEEP,0.563193,0.006747,23.090909,2.466019,56.942620321271,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
74,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000002638,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,1199,15,306653,219149,71.46481527981139,KEEP,0.336798,0.031851,79.933333,2.773261,221.675995008913,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
75,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000023170,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,14,5,306653,302129,98.52471686238191,KEEP,0.194444,0.000372,2.8,1.555556,4.3555568,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
76,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000032887,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,UNKNOWN,AGGREGATED,93,2,306653,295970,96.51625778974933,KEEP,0.678832,0.002471,46.5,1.230769,57.2307585,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
